director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,combination,actor_4_name
Mithun Chakraborty,Rambha,Ashwini Bhave,Ronit Roy,Action,Jurmana,Mithun Chakraborty Rambha Ashwini Bhave Ronit Roy Kanchan Action,Kanchan
Jackie Shroff,Anil Kapoor,Pooja Bhatt,Paresh Rawal,Action Crime Romance,Kabhi Na Kabhi,Jackie Shroff Anil Kapoor Pooja Bhatt Paresh Rawal Tinnu Anand Action Crime Romance,Tinnu Anand
Manisha Koirala,Nana Patekar,Salman Khan,Seema Biswas,Drama Musical Romance,Khamoshi: The Musical,Manisha Koirala Nana Patekar Salman Khan Seema Biswas Raghuvir Yadav Drama Musical Romance,Raghuvir Yadav
Anil Kapoor,Juhi Chawla,Kulbhushan Kharbanda,Farida Jalal,Action Comedy Drama,Loafer,Anil Kapoor Juhi Chawla Kulbhushan Kharbanda Farida Jalal Pramod Moutho Action Comedy Drama,Pramod Moutho
Om Puri,Tabu,Chandrachur Singh,Kanwaljit Singh,Action Crime Drama,Maachis,Om Puri Tabu Chandrachur Singh Kanwaljit Singh Kulbhushan Kharbanda Action Crime Drama,Kulbhushan Kharbanda
Anil Kapoor,Sridevi,Nagarjuna Akkineni,Heera Rajgopal,Comedy,Mr. Bechara,Anil Kapoor Sridevi Nagarjuna Akkineni Heera Rajgopal Shakti Kapoor Comedy,Shakti Kapoor
Ayesha Jhulka,Rohit Kumar,Simran,Puneet Issar,Crime,Muqaddar,Ayesha Jhulka Rohit Kumar Simran Puneet Issar  Crime,
Sadashiv Amrapurkar,Sangeeta Bijlani,Mithun Chakraborty,Avtar Gill,Action Thriller,Nirbhay,Sadashiv Amrapurkar Sangeeta Bijlani Mithun Chakraborty Avtar Gill Arbaaz Ali Khan Action Thriller,Arbaaz Ali Khan
Shammi Kapoor,Rishi Kapoor,Madhuri Dixit,Anupam Kher,Drama Musical Romance,PremGranth,Shammi Kapoor Rishi Kapoor Madhuri Dixit Anupam Kher Om Puri Drama Musical Romance,Om Puri
Naseeruddin Shah,Anil Kapoor,Madhuri Dixit,Danny Denzongpa,Drama Family Fantasy,Rajkumar,Naseeruddin Shah Anil Kapoor Madhuri Dixit Danny Denzongpa Reena Roy Drama Family Fantasy,Reena Roy
Aamir Khan,Karisma Kapoor,Suresh Oberoi,Johnny Lever,Action Comedy Drama,Raja Hindustani,Aamir Khan Karisma Kapoor Suresh Oberoi Johnny Lever Navneet Nishan Action Comedy Drama,Navneet Nishan
Ashok Kumar,Dev Anand,Dharmendra,Jackie Shroff,Crime Thriller,Return of Jewel Thief,Ashok Kumar Dev Anand Dharmendra Jackie Shroff Shilpa Shirodkar Crime Thriller,Shilpa Shirodkar
Sunil Shetty,Anjali Jathar,Anupam Kher,Danny Denzongpa,Action Drama,Shastra,Sunil Shetty Anjali Jathar Anupam Kher Danny Denzongpa Mohan Joshi Action Drama,Mohan Joshi
Dharmendra,Ayub Khan,Eva Grover,Guggu Gill,Action Crime,Smuggler,Dharmendra Ayub Khan Eva Grover Guggu Gill Mukesh Khanna Action Crime,Mukesh Khanna
Chandrachur Singh,Arshad Warsi,Priya Gill,Simran,Action Comedy Drama,Tere Mere Sapne,Chandrachur Singh Arshad Warsi Priya Gill Simran A.K. Hangal Action Comedy Drama,A.K. Hangal
Akshay Kumar,Saif Ali Khan,Tabu,Pratibha Sinha,Action Comedy Drama,Tu Chor Main Sipahi,Akshay Kumar Saif Ali Khan Tabu Pratibha Sinha Anupam Kher Action Comedy Drama,Anupam Kher
Bobby Deol,Aishwarya Rai Bachchan,Shammi Kapoor,Anupam Kher,Comedy Drama Musical,...Aur Pyaar Ho Gaya,Bobby Deol Aishwarya Rai Bachchan Shammi Kapoor Anupam Kher Shammi Comedy Drama Musical,Shammi
Jackie Shroff,Deepa Sahi,Ritu Shivpuri,Kamal Sidhu,Thriller,Aar Ya Paar,Jackie Shroff Deepa Sahi Ritu Shivpuri Kamal Sidhu Paresh Rawal Thriller,Paresh Rawal
Govinda,Aishwarya Rai Bachchan,Jackie Shroff,Namrata Shirodkar,Drama Romance,Albela,Govinda Aishwarya Rai Bachchan Jackie Shroff Namrata Shirodkar Saeed Jaffrey Drama Romance,Saeed Jaffrey
Govinda,Raveena Tandon,Harish,Rohit Kumar,Comedy Drama Romance,Aunty No. 1,Govinda Raveena Tandon Harish Rohit Kumar Mitra Joshi Comedy Drama Romance,Mitra Joshi
Salman Khan,Sanjay Kapoor,Shilpa Shetty Kundra,Nirmal Pandey,Action Drama Musical,Auzaar,Salman Khan Sanjay Kapoor Shilpa Shetty Kundra Nirmal Pandey Kiran Kumar Action Drama Musical,Kiran Kumar
Amitabh Bachchan,Govinda,Raveena Tandon,Ramya Krishnan,Action Comedy Musical,Bade Miyan Chote Miyan,Amitabh Bachchan Govinda Raveena Tandon Ramya Krishnan Anupam Kher Action Comedy Musical,Anupam Kher
Govinda,Ramya Krishnan,Kader Khan,Shakti Kapoor,Comedy,Banarasi Babu,Govinda Ramya Krishnan Kader Khan Shakti Kapoor Bindu Comedy,Bindu
Mohammad Amir Naji,Amir Farrokh Hashemian,Bahare Seddiqi,Nafise Jafar-Mohammadi,Drama Family Sport,Children of Heaven,Mohammad Amir Naji Amir Farrokh Hashemian Bahare Seddiqi Nafise Jafar-Mohammadi Fereshte Sarabandi Drama Family Sport,Fereshte Sarabandi
Sanjay Dutt,Urmila Matondkar,Paresh Rawal,Neeraj Vora,Action Adventure Comedy,Daud: Fun on the Run,Sanjay Dutt Urmila Matondkar Paresh Rawal Neeraj Vora Ram Mohan Action Adventure Comedy,Ram Mohan
Anil Kapoor,Govinda,Juhi Chawla,Johnny Lever,Comedy Romance,Deewana Mastana,Anil Kapoor Govinda Juhi Chawla Johnny Lever Anupam Kher Comedy Romance,Anupam Kher
Shah Rukh Khan,Madhuri Dixit,Karisma Kapoor,Akshay Kumar,Comedy Drama Musical,Dil To Pagal Hai,Shah Rukh Khan Madhuri Dixit Karisma Kapoor Akshay Kumar Farida Jalal Comedy Drama Musical,Farida Jalal
Mithun Chakraborty,Nandana Sen,Pran,Mohan Agashe,Drama,Gudia,Mithun Chakraborty Nandana Sen Pran Mohan Agashe Masood Akhtar Drama,Masood Akhtar
Bobby Deol,Manisha Koirala,Kajol,Prem Chopra,Action Crime Drama,Gupt: The Hidden Truth,Bobby Deol Manisha Koirala Kajol Prem Chopra Raza Murad Action Crime Drama,Raza Murad
Govinda,Karisma Kapoor,Kader Khan,Paresh Rawal,Comedy Drama Musical,Hero No. 1,Govinda Karisma Kapoor Kader Khan Paresh Rawal Satish Shah Comedy Drama Musical,Satish Shah
Vinod Khanna,Hema Malini,Akshaye Khanna,Anjala Zaveri,Drama Romance,Himalay Putra,Vinod Khanna Hema Malini Akshaye Khanna Anjala Zaveri Shazia Malik Drama Romance,Shazia Malik
Anil Kapoor,Sridevi,Urmila Matondkar,Paresh Rawal,Drama Romance,Judaai,Anil Kapoor Sridevi Urmila Matondkar Paresh Rawal Saeed Jaffrey Drama Romance,Saeed Jaffrey
Salman Khan,Karisma Kapoor,Rambha,Kader Khan,Action Comedy Drama,Twins,Salman Khan Karisma Kapoor Rambha Kader Khan Anupam Kher Action Comedy Drama,Anupam Kher
Naseeruddin Shah,Akshay Kumar,Karisma Kapoor,Farha Naaz,Action Drama,Lahoo Ke Do Rang,Naseeruddin Shah Akshay Kumar Karisma Kapoor Farha Naaz Suresh Oberoi Action Drama,Suresh Oberoi
Govinda,Manisha Koirala,Raj Babbar,Salim Ghouse,Adventure Family Fantasy,Maharaja,Govinda Manisha Koirala Raj Babbar Salim Ghouse Shakti Kapoor Adventure Family Fantasy,Shakti Kapoor
Shabana Azmi,Madhuri Dixit,Ayub Khan,Shilpa Shirodkar,Action Drama,Death Sentence,Shabana Azmi Madhuri Dixit Ayub Khan Shilpa Shirodkar Om Puri Action Drama,Om Puri
Amitabh Bachchan,Dimple Kapadia,Karisma Kapoor,Arbaaz Ali Khan,Action Drama Musical,Mrityudaata,Amitabh Bachchan Dimple Kapadia Karisma Kapoor Arbaaz Ali Khan Paresh Rawal Action Drama Musical,Paresh Rawal
Govinda,Mamta Kulkarni,Saeed Jaffrey,Ajit Vachani,Comedy Drama Romance,Naseeb,Govinda Mamta Kulkarni Saeed Jaffrey Ajit Vachani Beena Banerjee Comedy Drama Romance,Beena Banerjee
Shah Rukh Khan,Mahima Chaudhry,Amrish Puri,Apoorva Agnihotri,Drama Musical Romance,Pardes,Shah Rukh Khan Mahima Chaudhry Amrish Puri Apoorva Agnihotri Alok Nath Drama Musical Romance,Alok Nath
Govinda,Raveena Tandon,Shilpa Shetty Kundra,Shashikala,Action Comedy Drama,Pardesi Babu,Govinda Raveena Tandon Shilpa Shetty Kundra Shashikala Satish Kaushik Action Comedy Drama,Satish Kaushik
Govinda,Tabu,Karisma Kapoor,Shweta Menon,Drama Thriller,Shikari,Govinda Tabu Karisma Kapoor Shweta Menon Nirmal Pandey Drama Thriller,Nirmal Pandey
Anil Kapoor,Tabu,Pooja Batra,Milind Gunaji,Drama Family Musical,Virasat,Anil Kapoor Tabu Pooja Batra Milind Gunaji Govind Namdeo Drama Family Musical,Govind Namdeo
Shah Rukh Khan,Juhi Chawla,Aditya Pancholi,Kashmira Shah,Comedy Drama Musical,Yes Boss,Shah Rukh Khan Juhi Chawla Aditya Pancholi Kashmira Shah Kulbhushan Kharbanda Comedy Drama Musical,Kulbhushan Kharbanda
Nana Patekar,Jackie Shroff,Manisha Koirala,Ashwini Bhave,Drama,Yugpurush: A Man Who Comes Just Once in a Way,Nana Patekar Jackie Shroff Manisha Koirala Ashwini Bhave Mohnish Bahl Drama,Mohnish Bahl
Sunny Deol,Raveena Tandon,Anupam Kher,Ashish Vidyarthi,Action Drama,Ziddi,Sunny Deol Raveena Tandon Anupam Kher Ashish Vidyarthi Farida Jalal Action Drama,Farida Jalal
Govinda,Karisma Kapoor,Ranjeet,Farida Jalal,Crime Mystery Thriller,Dulaara,Govinda Karisma Kapoor Ranjeet Farida Jalal Satyajeet Crime Mystery Thriller,Satyajeet
Rishi Kapoor,Zeba Bakhtiar,Ashwini Bhave,Saeed Jaffrey,Drama Musical Romance,Henna,Rishi Kapoor Zeba Bakhtiar Ashwini Bhave Saeed Jaffrey Farida Jalal Drama Musical Romance,Farida Jalal
Sanjeev Kumar,Padmini Kolhapure,Shekhar Suman,Dalip Tahil,Comedy,Professor Ki Padosan,Sanjeev Kumar Padmini Kolhapure Shekhar Suman Dalip Tahil Deven Verma Comedy,Deven Verma
Aamir Khan,Mamta Kulkarni,Paresh Rawal,Avtar Gill,Action Crime Drama,Baazi,Aamir Khan Mamta Kulkarni Paresh Rawal Avtar Gill Mushtaq Khan Action Crime Drama,Mushtaq Khan
Asrani,Rakesh Bedi,Laxmikant Berde,Dinesh Hingoo,Drama Musical Romance,Mere Sapno Ki Rani,Asrani Rakesh Bedi Laxmikant Berde Dinesh Hingoo Sanjay Kapoor Drama Musical Romance,Sanjay Kapoor
Shabana Azmi,Aruna Irani,Zakir Hussain,,Drama Musical,Melody,Shabana Azmi Aruna Irani Zakir Hussain  unknown Drama Musical,unknown
Naseeruddin Shah,Shah Rukh Khan,Urmila Matondkar,Malvika Tiwari,Comedy Drama Fantasy,Chamatkar,Naseeruddin Shah Shah Rukh Khan Urmila Matondkar Malvika Tiwari Shammi Kapoor Comedy Drama Fantasy,Shammi Kapoor
Rishi Kapoor,Divya Bharti,Shah Rukh Khan,Alok Nath,Action Comedy Crime,Deewana,Rishi Kapoor Divya Bharti Shah Rukh Khan Alok Nath Deven Verma Action Comedy Crime,Deven Verma
Firdaus Kanga,Souad Faress,Khodus Wadia,Nina Wadia,Drama,Sixth Happiness,Firdaus Kanga Souad Faress Khodus Wadia Nina Wadia Ace Bhatti Drama,Ace Bhatti
Sunil Shetty,Shilpa Shetty Kundra,Suresh Oberoi,Shakti Kapoor,Action Mystery,Prithvi,Sunil Shetty Shilpa Shetty Kundra Suresh Oberoi Shakti Kapoor Navin Nischol Action Mystery,Navin Nischol
Sunil Shetty,Raveena Tandon,Danny Denzongpa,Tinnu Anand,Action Crime Drama,Vinashak - Destroyer,Sunil Shetty Raveena Tandon Danny Denzongpa Tinnu Anand Alok Nath Action Crime Drama,Alok Nath
Naseeruddin Shah,Sunny Deol,Chunky Pandey,Sonam,Action Drama Thriller,Vishwatma,Naseeruddin Shah Sunny Deol Chunky Pandey Sonam Divya Bharti Action Drama Thriller,Divya Bharti
Aamir Khan,Ajay Devgn,Juhi Chawla,Kajol,Action Comedy Drama,Ishq,Aamir Khan Ajay Devgn Juhi Chawla Kajol Dalip Tahil Action Comedy Drama,Dalip Tahil
Sunil Shetty,Somy Ali,Paresh Rawal,Deepak Shirke,Action,Anth,Sunil Shetty Somy Ali Paresh Rawal Deepak Shirke Neena Gupta Action,Neena Gupta
Sunil Shetty,Pooja Batra,Sonali Bendre,Shakti Kapoor,Action Drama,Bhai,Sunil Shetty Pooja Batra Sonali Bendre Shakti Kapoor Ashish Vidyarthi Action Drama,Ashish Vidyarthi
Vinod Khanna,Sunil Shetty,Gautami,Anjali Jathar,Action Drama,Dhaal: The Battle of Law Against Law,Vinod Khanna Sunil Shetty Gautami Anjali Jathar Laxmikant Berde Action Drama,Laxmikant Berde
Sunil Shetty,Karisma Kapoor,Shakti Kapoor,Tinnu Anand,Action Drama Romance,Krishna,Sunil Shetty Karisma Kapoor Shakti Kapoor Tinnu Anand Mohan Joshi Action Drama Romance,Mohan Joshi
Sunil Shetty,Karisma Kapoor,Sonali Bendre,Raghuvaran,Action Thriller,Rakshak,Sunil Shetty Karisma Kapoor Sonali Bendre Raghuvaran  Action Thriller,
Akshay Kumar,Sunil Shetty,Karisma Kapoor,Sonali Bendre,Action Crime Drama,Sapoot,Akshay Kumar Sunil Shetty Karisma Kapoor Sonali Bendre Kiran Kumar Action Crime Drama,Kiran Kumar
Naseeruddin Shah,Sunil Shetty,Sonali Bendre,Shafi Inamdar,Action Crime Drama,Takkar,Naseeruddin Shah Sunil Shetty Sonali Bendre Shafi Inamdar Ishrat Ali Action Crime Drama,Ishrat Ali
Shah Rukh Khan,Sonali Bendre,Rajeshwari,Saeed Jaffrey,Comedy Drama Musical,English Babu Desi Mem,Shah Rukh Khan Sonali Bendre Rajeshwari Saeed Jaffrey Kiran Kumar Comedy Drama Musical,Kiran Kumar
Shah Rukh Khan,Madhuri Dixit,Amrish Puri,Ranjeet,Action Drama Musical,Koyla,Shah Rukh Khan Madhuri Dixit Amrish Puri Ranjeet Salim Ghouse Action Drama Musical,Salim Ghouse
Deepa Sahi,Farooq Shaikh,Raj Babbar,Shah Rukh Khan,Drama Mystery Romance,Maya,Deepa Sahi Farooq Shaikh Raj Babbar Shah Rukh Khan Shreeram Lagoo Drama Mystery Romance,Shreeram Lagoo
Rajesh Khanna,Akshaye Khanna,Aishwarya Rai Bachchan,Suman Ranganath,Drama Musical Romance,Aa Ab Laut Chalen,Rajesh Khanna Akshaye Khanna Aishwarya Rai Bachchan Suman Ranganath Navin Nischol Drama Musical Romance,Navin Nischol
Rahul Roy,Anu Agrawal,Avtar Gill,Tom Alter,Drama Musical Romance,Romance,Rahul Roy Anu Agrawal Avtar Gill Tom Alter Reema Lagoo Drama Musical Romance,Reema Lagoo
Sachin,Vivek Mushran,Ashok Saraf,Archana Puran Singh,Comedy Romance,Aisi Bhi Kya Jaldi Hai,Sachin Vivek Mushran Ashok Saraf Archana Puran Singh Ajit Vachani Comedy Romance,Ajit Vachani
Vivek Mushran,Juhi Chawla,Nagma,Prem Chopra,Romance,Bewaffa Se Waffa,Vivek Mushran Juhi Chawla Nagma Prem Chopra Pran Romance,Pran
Aishwarya Rai Bachchan,Salman Khan,Ajay Devgn,Zohra Sehgal,Comedy Drama Musical,Hum Dil De Chuke Sanam,Aishwarya Rai Bachchan Salman Khan Ajay Devgn Zohra Sehgal Vikram Gokhale Comedy Drama Musical,Vikram Gokhale
Ajay Devgn,Twinkle Khanna,Amrish Puri,Rakhee Gulzar,Action Romance,Jaan,Ajay Devgn Twinkle Khanna Amrish Puri Rakhee Gulzar Vivek Mushran Action Romance,Vivek Mushran
Shah Rukh Khan,Aishwarya Rai Bachchan,Chandrachur Singh,Sharad S. Kapoor,Action Drama Musical,Josh,Shah Rukh Khan Aishwarya Rai Bachchan Chandrachur Singh Sharad S. Kapoor Priya Gill Action Drama Musical,Priya Gill
Sanjay Dutt,Vivek Mushran,Manisha Koirala,Anupam Kher,Action Drama Romance,Sanam,Sanjay Dutt Vivek Mushran Manisha Koirala Anupam Kher Kader Khan Action Drama Romance,Kader Khan
Akshaye Khanna,Anil Kapoor,Aishwarya Rai Bachchan,Alok Nath,Musical Romance,Taal,Akshaye Khanna Anil Kapoor Aishwarya Rai Bachchan Alok Nath Amrish Puri Musical Romance,Amrish Puri
Dev Anand,Aamir Khan,Ekta Sohini,Aditya Pancholi,Action Drama Sport,First Rank,Dev Anand Aamir Khan Ekta Sohini Aditya Pancholi Neeta Puri Action Drama Sport,Neeta Puri
Aparajita,Asrani,Laxmikant Berde,Jack Gaud,Drama Romance,Kasak,Aparajita Asrani Laxmikant Berde Jack Gaud Aruna Irani Drama Romance,Aruna Irani
Laxmikant Berde,Pankaj Dheer,Adi Irani,Shubha Khote,Romance,Parda Hai Parda,Laxmikant Berde Pankaj Dheer Adi Irani Shubha Khote Kiran Kumar Romance,Kiran Kumar
Dharmendra,Meenakshi Sheshadri,Mithun Chakraborty,Neelam Kothari,Drama,Pyar Ka Karz,Dharmendra Meenakshi Sheshadri Mithun Chakraborty Neelam Kothari Vikram Gokhale Drama,Vikram Gokhale
Manu Gargi,Anita Ayoob,Akshay Anand,Mink Singh,Drama Musical,The Melody of Love,Manu Gargi Anita Ayoob Akshay Anand Mink Singh  Drama Musical,
Dev Anand,Sonika Gill,Vikram Gokhale,Bharat Kapoor,Mystery Thriller,Sau Crore,Dev Anand Sonika Gill Vikram Gokhale Bharat Kapoor Raman Kapoor Mystery Thriller,Raman Kapoor
Girish Karnad,Kulbhushan Kharbanda,Shabana Azmi,Om Puri,Drama,Antarnaad,Girish Karnad Kulbhushan Kharbanda Shabana Azmi Om Puri  Drama,
Sunny Deol,Dimple Kapadia,Sumeet Saigal,Anang Desai,Action Thriller,Gunaah,Sunny Deol Dimple Kapadia Sumeet Saigal Anang Desai Raza Murad Action Thriller,Raza Murad
Rahul Roy,Pooja Bhatt,Avinash Wadhavan,Tom Alter,Horror Thriller,Junoon,Rahul Roy Pooja Bhatt Avinash Wadhavan Tom Alter  Horror Thriller,
Vinod Khanna,Meenakshi Sheshadri,Sangeeta Bijlani,Shafi Inamdar,Action Crime Romance,Jurm,Vinod Khanna Meenakshi Sheshadri Sangeeta Bijlani Shafi Inamdar Anang Desai Action Crime Romance,Anang Desai
Pooja Bhatt,Rahul Roy,Pooja Bedi,Avtar Gill,Drama Romance,Phir Teri Kahani Yaad Aayee,Pooja Bhatt Rahul Roy Pooja Bedi Avtar Gill Javed Khan Drama Romance,Javed Khan
Aditya Pancholi,Mohsin Khan,Varsha Usgaonkar,Paresh Rawal,Action Romance,Saathi,Aditya Pancholi Mohsin Khan Varsha Usgaonkar Paresh Rawal Avtar Gill Action Romance,Avtar Gill
Sanjay Dutt,Pooja Bhatt,Deepak Tijori,Neelima Azim,Action Drama Romance,Sadak,Sanjay Dutt Pooja Bhatt Deepak Tijori Neelima Azim Soni Razdan Action Drama Romance,Soni Razdan
Vivek Mushran,Pooja Bhatt,Avtar Gill,Tanvi Azmi,Drama,Saatwan Aasman,Vivek Mushran Pooja Bhatt Avtar Gill Tanvi Azmi Tej Sapru Drama,Tej Sapru
Akshay Kumar,Juhi Chawla,Paresh Rawal,Anil Dhawan,Comedy Drama Romance,Mr. & Mrs. Khiladi,Akshay Kumar Juhi Chawla Paresh Rawal Anil Dhawan Himani Shivpuri Comedy Drama Romance,Himani Shivpuri
Shah Rukh Khan,Manisha Koirala,Preity Zinta,Raghuvir Yadav,Drama Romance,Dil Se..,Shah Rukh Khan Manisha Koirala Preity Zinta Raghuvir Yadav Sabyasachi Chakrabarty Drama Romance,Sabyasachi Chakrabarty
Shah Rukh Khan,Manisha Koirala,Preity Zinta,Raghuvir Yadav,Drama Romance,Dil Se..,Shah Rukh Khan Manisha Koirala Preity Zinta Raghuvir Yadav Sabyasachi Chakrabarty Drama Romance,Sabyasachi Chakrabarty
Shah Rukh Khan,Juhi Chawla,Sonali Bendre,Kajol,Action Comedy Crime,Duplicate,Shah Rukh Khan Juhi Chawla Sonali Bendre Kajol Mohnish Bahl Action Comedy Crime,Mohnish Bahl
Aamir Khan,Gracy Singh,Rachel Shelley,Paul Blackthorne,Adventure Drama Musical,Lagaan: Once Upon a Time in India,Aamir Khan Gracy Singh Rachel Shelley Paul Blackthorne Suhasini Mulay Adventure Drama Musical,Suhasini Mulay
Aamir Khan,Gracy Singh,Rachel Shelley,Paul Blackthorne,Adventure Drama Musical,Lagaan: Once Upon a Time in India,Aamir Khan Gracy Singh Rachel Shelley Paul Blackthorne Suhasini Mulay Adventure Drama Musical,Suhasini Mulay
Mithun Chakraborty,Naseeruddin Shah,Irina Kushnareva,Varsha Usgaonkar,Action Adventure,Shikari: The Hunter,Mithun Chakraborty Naseeruddin Shah Irina Kushnareva Varsha Usgaonkar Gulshan Grover Action Adventure,Gulshan Grover
Mohan Agashe,Nirmal Pandey,Rajit Kapoor,Smriti Mishra,Drama War,Train to Pakistan,Mohan Agashe Nirmal Pandey Rajit Kapoor Smriti Mishra Divya Dutta Drama War,Divya Dutta
Rajinikanth,Aamir Khan,Juhi Chawla,Archana Joglekar,Action Crime Drama,Aatank Hi Aatank,Rajinikanth Aamir Khan Juhi Chawla Archana Joglekar Kabir Bedi Action Crime Drama,Kabir Bedi
Saif Ali Khan,Atul Agnihotri,Kajol,Vaishnavi,Action,Bambai Ka Babu,Saif Ali Khan Atul Agnihotri Kajol Vaishnavi Dalip Tahil Action,Dalip Tahil
Kamal Sadanah,Kajol,Ajay Mankotia,Tanuja,Action Crime Drama,Bekhudi,Kamal Sadanah Kajol Ajay Mankotia Tanuja Vijayendra Ghatge Action Crime Drama,Vijayendra Ghatge
Bhanupriya,Govinda,Juhi Chawla,Gulshan Grover,Comedy Drama Family,Bhabhi,Bhanupriya Govinda Juhi Chawla Gulshan Grover Anand Balraj Comedy Drama Family,Anand Balraj
Rishi Kapoor,Juhi Chawla,Kader Khan,Shakti Kapoor,Action Comedy Drama,Bol Radha Bol,Rishi Kapoor Juhi Chawla Kader Khan Shakti Kapoor Alok Nath Action Comedy Drama,Alok Nath
Naseeruddin Shah,Shah Rukh Khan,Pooja Bhatt,Anupam Kher,Drama Romance,Chaahat,Naseeruddin Shah Shah Rukh Khan Pooja Bhatt Anupam Kher Ramya Krishnan Drama Romance,Ramya Krishnan
Chiranjeevi,Juhi Chawla,Paresh Rawal,Laxmikant Berde,Action Drama,The Gentleman,Chiranjeevi Juhi Chawla Paresh Rawal Laxmikant Berde Heera Rajgopal Action Drama,Heera Rajgopal
Jeetendra,Rishi Kapoor,Anita Raj,Asha Parekh,Comedy Musical Romance,Ghar Ki Izzat,Jeetendra Rishi Kapoor Anita Raj Asha Parekh Om Prakash Comedy Musical Romance,Om Prakash
Deepti Naval,Ashok Saraf,Manisha Koirala,Shah Rukh Khan,Drama Romance,Guddu,Deepti Naval Ashok Saraf Manisha Koirala Shah Rukh Khan Mukesh Khanna Drama Romance,Mukesh Khanna
Saif Ali Khan,Kajol,Aditya Pancholi,Aruna Irani,Action Drama Romance,Hameshaa,Saif Ali Khan Kajol Aditya Pancholi Aruna Irani Laxmikant Berde Action Drama Romance,Laxmikant Berde
Vinod Khanna,Ajay Devgn,Kajol,Ronit Roy,Action Comedy Crime,Hulchul,Vinod Khanna Ajay Devgn Kajol Ronit Roy Navni Parihar Action Comedy Crime,Navni Parihar
Urmila Bhatt,Birbal,Juhi Chawla,Prem Chopra,Drama,Izzat Ki Roti,Urmila Bhatt Birbal Juhi Chawla Prem Chopra Sunny Deol Drama,Sunny Deol
Jeetendra,Sanjay Dutt,Chunky Pandey,Juhi Chawla,Action,Zahreelay,Jeetendra Sanjay Dutt Chunky Pandey Juhi Chawla Bhanupriya Action,Bhanupriya
Govinda,Juhi Chawla,Raj Kiran,Shoma Anand,Drama,Karz Chukana Hai,Govinda Juhi Chawla Raj Kiran Shoma Anand Gulshan Grover Drama,Gulshan Grover
Shah Rukh Khan,Kajol,Rani Mukerji,Sana Saeed,Comedy Drama Musical,Kuch Kuch Hota Hai,Shah Rukh Khan Kajol Rani Mukerji Sana Saeed Reema Lagoo Comedy Drama Musical,Reema Lagoo
Amitabh Bachchan,Manisha Koirala,Shilpa Shetty Kundra,Shakti Kapoor,Action Crime Drama,Lal Baadshah,Amitabh Bachchan Manisha Koirala Shilpa Shetty Kundra Shakti Kapoor Raghuvaran Action Crime Drama,Raghuvaran
Amitabh Bachchan,Ajay Devgn,Sonali Bendre,Nafisa Ali,Action Drama Romance,Major Saab,Amitabh Bachchan Ajay Devgn Sonali Bendre Nafisa Ali Mohan Joshi Action Drama Romance,Mohan Joshi
Deepak Tijori,Pooja Bhatt,Raveena Tandon,Makrand Deshpande,Mystery Romance Thriller,Pehla Nasha,Deepak Tijori Pooja Bhatt Raveena Tandon Makrand Deshpande Jayant Kripalani Mystery Romance Thriller,Jayant Kripalani
Salman Khan,Kajol,Arbaaz Khan,Anjala Zaveri,Action Comedy Drama,Pyaar Kiya To Darna Kya,Salman Khan Kajol Arbaaz Khan Anjala Zaveri Dharmendra Action Comedy Drama,Dharmendra
Ajay Devgn,Kajol,Bijay Anand,Kashmira Shah,Comedy Drama Romance,Pyaar To Hona Hi Tha,Ajay Devgn Kajol Bijay Anand Kashmira Shah Tiku Talsania Comedy Drama Romance,Tiku Talsania
Shah Rukh Khan,Juhi Chawla,Nana Patekar,Amrita Singh,Comedy Musical Romance,Raju Ban Gaya Gentleman,Shah Rukh Khan Juhi Chawla Nana Patekar Amrita Singh Navin Nischol Comedy Musical Romance,Navin Nischol
Rishi Kapoor,Juhi Chawla,Deepak Tijori,Farheen,Drama,Saajan Ka Ghar,Rishi Kapoor Juhi Chawla Deepak Tijori Farheen Anupam Kher Drama,Anupam Kher
Mithun Chakraborty,Meenakshi Sheshadri,Juhi Chawla,Mandakini,Drama,Shandaar,Mithun Chakraborty Meenakshi Sheshadri Juhi Chawla Mandakini Sumeet Saigal Drama,Sumeet Saigal
Rajesh Khanna,Govinda,Madhavi,Juhi Chawla,Drama,Swarg,Rajesh Khanna Govinda Madhavi Juhi Chawla Dilip Dhawan Drama,Dilip Dhawan
Dharmendra,Shatrughan Sinha,Kajol,Vikas Bhalla,Crime Romance,Taaqat,Dharmendra Shatrughan Sinha Kajol Vikas Bhalla Farha Naaz Crime Romance,Farha Naaz
Mumtaz,Prasenjit Chatterjee,Madhushree,Shatrughan Sinha,Drama,Aandhiyan,Mumtaz Prasenjit Chatterjee Madhushree Shatrughan Sinha Om Shivpuri Drama,Om Shivpuri
Ajit,Vikas Anand,Arjun,Sulabha Arya,Action Crime Drama,Aadmi,Ajit Vikas Anand Arjun Sulabha Arya Rakesh Bedi Action Crime Drama,Rakesh Bedi
Sunny Deol,Dimple Kapadia,Archana Puran Singh,Shakti Kapoor,Action Drama,Aag Ka Gola,Sunny Deol Dimple Kapadia Archana Puran Singh Shakti Kapoor Prem Chopra Action Drama,Prem Chopra
Krishan Kumar,Tanya Singh,Shammi Kapoor,Prem Chopra,Romance,Aaja Meri Jaan,Krishan Kumar Tanya Singh Shammi Kapoor Prem Chopra Deven Verma Romance,Deven Verma
